adm4Pcode,adm4NameLa,adm3NameLa,adm2NameLa,adm1NameLa,Population,codeName_3,POINT_X,POINT_Y
UKR4420385501,Rafailivka,Rafailivska,Antratsytivskyi,Luhanska,1117,village,39.198957,48.11769047
UKR4422886601,Striltsivka,Striltsivska,Milovskyi,Luhanska,566,village,39.8574316,49.30090287
UKR4420685501,Yevsuh,Yevsuzka,Bilovodskyi,Luhanska,1740,village,39.28883425,49.20491146
UKR4423655500,Buhaivka,Buhaivska,Perevalskyi,Luhanska,3107,urban type village,38.85850652,48.41187709
UKR4423681101,Adrianopil,Adrianopilska,Perevalskyi,Luhanska,446,village,38.719977,48.36336704
UKR4411200000,Alchevsk,Alchevska,Alchevska,Luhanska,111360,city,38.79322939,48.48025456
UKR4425185501,Tytarivka,Tytarivska,Starobilskyi,Luhanska,620,village,38.87820017,49.23389424
UKR4423881101,Berezivske,Berezivska,Popasnianskyi,Luhanska,963,village,38.60892778,48.66826974
UKR4424585501,Khoroshe,Khoroshenska,Slovianoserbskyi,Luhanska,1607,village,38.83581425,48.62920112
UKR4410345600,Verkhnii Naholchyk,Verkhnonaholchytska,Antratsytska,Luhanska,1745,urban type village,39.0843969,48.0893286
UKR4412900000,Sievierodonetsk,Sievierodonetska,Sievierodonetska,Luhanska,109466,city,38.48538298,48.94614162
UKR4412945200,Borivske,Borivska,Sievierodonetska,Luhanska,5932,urban type village,38.56268904,48.8682171
UKR4410500000,Brianka,Briankivska,Briankivska,Luhanska,47512,city,38.66582734,48.50380869
UKR4411045700,Krynychanske,Chervonohvardiiska,Kirovska,Luhanska,1390,urban type village,38.74162406,48.58748256
UKR4411000000,Holubivka,Kirovska,Kirovska,Luhanska,28529,city,38.64220814,48.63661085
UKR4424087001,Rudivka,Rudivska,Svativskyi,Luhanska,833,village,38.44232225,49.39186142
UKR4425481001,Bahachka,Bahachanska,Troitskyi,Luhanska,525,village,38.379712,49.98276194
UKR4423181201,Hrechyshkyne,Hrechyshkynska,Novoaidarskyi,Luhanska,1549,village,38.905576,48.86866265
UKR4411800000,Lysychansk,Lysychanska,Lysychanska,Luhanska,104314,city,38.37665921,48.93471183
UKR4412346900,Novodarivka,Novodarivska,Rovenkivska,Luhanska,4444,urban type village,39.48958146,48.08119561
UKR4425184801,Sadky,Sadkivska,Starobilskyi,Luhanska,302,village,39.25232375,49.30556374
UKR4411045300,Donetskyi,Donetska,Kirovska,Luhanska,3688,urban type village,38.67427277,48.69809619
UKR4423857900,Novotoshkivske,Novotoshkivska,Popasnianskyi,Luhanska,2349,urban type village,38.63087547,48.72542429
UKR4424087501,Svystunivka,Svystunivska,Svativskyi,Luhanska,754,village,38.32381913,49.48142503
UKR4425185001,Svitle,Svitlivska,Starobilskyi,Luhanska,629,village,38.65436327,49.37739214
UKR4425180101,Baidivka,Baidivska,Starobilskyi,Luhanska,1118,village,38.9217781,49.16281646
UKR4424010100,Svatove,Svativska,Svativskyi,Luhanska,18241,city,38.15584655,49.41449592
UKR4412700000,Dovzhansk,Sverdlovska,Sverdlovska,Luhanska,65276,city,39.65693977,48.07611193
UKR4420383001,Koshary,Kosharska,Antratsytivskyi,Luhanska,817,village,39.2577805,48.10972636
UKR4420383301,Krasnolutskyi,Krasnolutska,Antratsytivskyi,Luhanska,576,village,38.9951895,48.14433572
UKR4425187501,Shulhynka,Shulhynska,Starobilskyi,Luhanska,2422,village,38.92775282,49.14264358
UKR4412745700,Kundriuche,Kalininska,Sverdlovska,Luhanska,1710,urban type village,39.59439972,48.01732237
UKR4423384701,Osynove,Novopskovska,Novopskovskyi,Luhanska,2240,village,39.07347075,49.55020764
UKR4411870400,Novodruzhesk,Novodruzheska,Lysychanska,Luhanska,7749,city,38.34488207,48.96316452
UKR4423187501,Spivakivka,Spivakivska,Novoaidarskyi,Luhanska,595,village,38.900781,49.04596438
UKR4424284401,Matviivka,Matviivska,Dovzhanskyi,Luhanska,239,village,39.5619605,48.03661203
UKR4412746900,Shakhtarske,Shakhtarska,Sverdlovska,Luhanska,3611,urban type village,39.55360844,48.05413815
UKR4411670600,Miusynsk,Miusynska,Krasnolutska,Luhanska,4830,city,38.89919222,48.07607119
UKR4421684501,Novovodiane,Novovodianska,Kreminskyi,Luhanska,628,village,38.0249475,49.27060883
UKR4421485501,Novohannivka,Novohannivska,Sorokynskyi,Luhanska,1471,village,39.518346,48.42580925
UKR4412346400,Mykhailivka,Mykhailivska,Rovenkivska,Luhanska,2827,urban type village,39.24240782,48.07001673
UKR4411600000,Khrustalnyi,Krasnolutska,Krasnolutska,Luhanska,82765,city,38.92624711,48.13762033
UKR4425483201,Novoznamianka,Novoznamianska,Troitskyi,Luhanska,376,village,38.11807462,49.88245718
UKR4412300000,Rovenky,Rovenkivska,Rovenkivska,Luhanska,47852,city,39.38581815,48.08447314
UKR4412345800,Liubymivka,Dzerzhynska,Rovenkivska,Luhanska,8691,urban type village,39.42963638,48.0390545
UKR4420387701,Chervona Poliana,Chervonopolianska,Antratsytivskyi,Luhanska,3294,village,39.0986075,48.24081554
UKR4423387001,Rohove,Rohivska,Novopskovskyi,Luhanska,706,village,39.04018949,49.62643679
UKR4425486501,Tarasivka,Tarasivska,Troitskyi,Luhanska,848,village,38.39053298,49.66412957
UKR4423385301,Pavlenkove,Pavlenkivska,Novopskovskyi,Luhanska,727,village,39.081875,49.70718345
UKR4420987701,Prostore,Prostorivska,Bilokurakynskyi,Luhanska,695,village,38.49529904,49.65069295
UKR4422587701,Prosiane,Prosianska,Markivskyi,Luhanska,424,village,39.66284183,49.59281971
UKR4424087801,Stelmakhivka,Stelmakhivska,Svativskyi,Luhanska,505,village,37.9055875,49.46572715
UKR4424885501,Teple,Teplivska,Stanychno-Luhanskyi,Luhanska,920,village,39.42741401,48.83608813
UKR4423858200,Toshkivka,Toshkivska,Popasnianskyi,Luhanska,4366,urban type village,38.56982746,48.78028608
UKR4423610300,Kypuche,Artemivska,Perevalskyi,Luhanska,7506,city,38.71850273,48.43919846
UKR4424555600,Ivanivske,Lotykivska,Slovianoserbskyi,Luhanska,3236,urban type village,38.91592386,48.52347037
UKR4423186701,Raihorodka,Raihorodska,Novoaidarskyi,Luhanska,2074,village,39.06949527,48.83135748
UKR4423110100,Shchastia,Shchastynska,Novoaidarskyi,Luhanska,12773,city,39.22925472,48.74014152
UKR4413170200,Almazna,Almaznianska,Stakhanovska,Luhanska,4325,city,38.58243223,48.52253415
UKR4412347700,Yasenivskyi,Yasenivska,Rovenkivska,Luhanska,9035,urban type village,39.21667447,48.15713968
UKR4424287701,Provallia,Provalska,Dovzhanskyi,Luhanska,841,village,39.82629052,48.14847467
UKR4425480501,Arapivka,Arapivska,Troitskyi,Luhanska,485,village,38.0399717,49.73542897
UKR4424582201,Zhovte,Zhovtenska,Slovianoserbskyi,Luhanska,1313,village,39.104711,48.64855364
UKR4420357200,Fashchivka,Fashchivska,Antratsytivskyi,Luhanska,2368,urban type village,38.66701397,48.21947413
UKR4412945900,Syrotyne,Syrotynska,Sievierodonetska,Luhanska,1619,urban type village,38.51642024,48.91580947
UKR4410160300,Oleksandrivsk,Oleksandrivska,Luhanska,Luhanska,6635,city,39.18710163,48.58617649
UKR4410100000,Luhansk,Luhanska,Luhanska,Luhanska,425848,city,39.3222536,48.56320218
UKR4422883301,Morozivka,Morozivska,Milovskyi,Luhanska,994,village,39.88967075,49.4609179
UKR4421655400,Krasnorichenske,Krasnorichenska,Kreminskyi,Luhanska,4429,urban type village,38.20570746,49.21064625
UKR4423381101,Dontsivka,Dontsivska,Novopskovskyi,Luhanska,1428,village,39.26228325,49.5823989
UKR4425483501,Novochervone,Novochervonenska,Troitskyi,Luhanska,1134,village,38.30176257,49.62657137
UKR4423810100,Popasna,Popasnianska,Popasnianskyi,Luhanska,21917,city,38.36525188,48.62990918
UKR4422884401,Mykilske,Mykilska,Milovskyi,Luhanska,1566,village,39.9409645,49.51949229
UKR4421684101,Novooleksandrivka,Novooleksandrivska,Kreminskyi,Luhanska,538,village,38.18722225,49.2635957
UKR4413100000,Kadiivka,Stakhanovska,Stakhanovska,Luhanska,77593,city,38.65262053,48.56372958
UKR4423187101,Smolianynove,Smolianynivska,Novoaidarskyi,Luhanska,1297,village,38.6992535,48.94359153
UKR4425481502,Zahiria,Voievodska,Troitskyi,Luhanska,87,village,38.46310325,49.91895948
UKR4422255800,Vrubivskyi,Vrubivska,Lutuhynskyi,Luhanska,1761,urban type village,39.10821889,48.43094186
UKR4423855900,Vovchoiarivka,Vovchoiarivska,Popasnianskyi,Luhanska,878,urban type village,38.37135889,48.8414555
UKR4423180703,Demenkove,Bakhmutivska,Novoaidarskyi,Luhanska,105,village,39.057831,48.90122727
UKR4424886503,Derkulske,Chuhynska,Stanychno-Luhanskyi,Luhanska,5,village,39.69268409,48.99496171
UKR4425185002,Dzhemilne,Svitlivska,Starobilskyi,Luhanska,133,village,38.5908285,49.31782924
UKR4423655501,Horodnie,Buhaivska,Perevalskyi,Luhanska,8,village,38.84013278,48.39586876
UKR4411670301,Trubnyi,Vakhrushivska,Krasnolutska,Luhanska,15,village,38.75737833,48.16234849
UKR4411670601,Korinne,Miusynska,Krasnolutska,Luhanska,51,village,38.82545223,48.07808482
UKR4411670605,Novoielyzavetivka,Miusynska,Krasnolutska,Luhanska,7,village,38.82666813,48.09559863
UKR4424884505,Pshenychne,Vilkhivska,Stanychno-Luhanskyi,Luhanska,209,village,39.50923225,48.69886617
UKR4421480805,Radisne,Biloskeliuvatska,Sorokynskyi,Luhanska,92,village,39.75823786,48.45067517
UKR4421456503,Horikhova Balka,Simeikynska,Sorokynskyi,Luhanska,148,village,39.5885835,48.3340008
UKR4425181004,Novodonbaske,Kalmykivska,Starobilskyi,Luhanska,141,village,38.6262145,49.26735187
UKR4424086503,Novoiehorivka,Raihorodska,Svativskyi,Luhanska,36,village,37.9436012,49.32954236
UKR4423885202,Novozvanivka,Troitska,Popasnianskyi,Luhanska,168,village,38.3523315,48.586323
UKR4420683302,Nozdrivka,Horodyshchenska,Bilovodskyi,Luhanska,23,village,39.66808731,49.01886859
UKR4420988209,Nianchyne,Chervonoarmiiska,Bilokurakynskyi,Luhanska,198,village,38.70659046,49.75886954
UKR4424581105,Obozne,Veselohirska,Slovianoserbskyi,Luhanska,211,village,39.311251,48.73026727
UKR4421486606,Ohulchansk,Parkhomenkivska,Sorokynskyi,Luhanska,757,village,39.6624395,48.52575016
UKR4425481505,Ozero,Voievodska,Troitskyi,Luhanska,2,village,38.580984,49.93527429
UKR4423181203,Oknyne,Hrechyshkynska,Novoaidarskyi,Luhanska,104,village,38.86972159,48.93218495
UKR4425485006,Chapliivka,Pryvilska,Troitskyi,Luhanska,39,village,38.566972,49.76680358
UKR4421485503,Krasne,Novohannivska,Sorokynskyi,Luhanska,516,village,39.49642675,48.37124667
UKR4420987202,Zavodianka,Pavlivska,Bilokurakynskyi,Luhanska,154,village,38.817816,49.62205634
UKR4420981502,Zaikivka,Bilokurakynska,Bilokurakynskyi,Luhanska,259,village,38.77430275,49.44803602
UKR4424080503,Lebedivka,Verkhnoduvanska,Svativskyi,Luhanska,35,village,38.08319032,49.66767222
UKR4425181003,Levadne,Kalmykivska,Starobilskyi,Luhanska,39,village,38.71670963,49.30837158
UKR4420385504,Leskyne,Rafailivska,Antratsytivskyi,Luhanska,328,village,39.21146103,48.0967842
UKR4423188504,Peremozhne,Shtormivska,Novoaidarskyi,Luhanska,334,village,38.93189155,49.08517632
UKR4423188505,Petrenkove,Shtormivska,Novoaidarskyi,Luhanska,108,village,38.87736073,49.10248796
UKR4420955702,Petrivka,Lozno-Oleksandrivska,Bilokurakynskyi,Luhanska,414,village,38.8048145,49.86735564
UKR4425180303,Rozdolne,Veselivska,Starobilskyi,Luhanska,171,village,39.01221925,49.30285916
UKR4424087807,Andriivka,Stelmakhivska,Svativskyi,Luhanska,67,village,37.9018075,49.42195013
UKR4423384705,Teviasheve,Novopskovska,Novopskovskyi,Luhanska,22,village,39.03845636,49.60680128
UKR4421487705,Popivka,Velykosukhodilska,Sorokynskyi,Luhanska,530,village,39.92197331,48.36898072
UKR4421682203,Hrekivka,Makiivska,Kreminskyi,Luhanska,53,village,37.9180976,49.24416147
UKR4424055404,Vestativka,Nyzhnoduvanska,Svativskyi,Luhanska,48,village,38.1941215,49.66680291
UKR4421482204,Nyzhnoderevechka,Verkhnoshevyrivska,Sorokynskyi,Luhanska,392,village,39.7741095,48.21730948
UKR4420685505,Pryvilne,Yevsuzka,Bilovodskyi,Luhanska,121,village,39.39887695,49.21844789
UKR4420355606,Stepove,Ivanivska,Antratsytivskyi,Luhanska,152,village,38.93732075,48.28311024
UKR4424887004,Stepove,Shyrokivska,Stanychno-Luhanskyi,Luhanska,184,village,39.57394895,48.77715872
UKR4425186505,Stepove,Chmyrivska,Starobilskyi,Luhanska,60,village,39.14218847,49.25916505
UKR4420355902,Tamara,Krasnokutska,Antratsytivskyi,Luhanska,51,village,38.86526731,48.24723711
UKR4421487002,Korolivka,Porichenska,Sorokynskyi,Luhanska,248,village,39.91801843,48.21421834
UKR4422588803,Vynohradne,Sychanska,Markivskyi,Luhanska,136,village,39.4041155,49.39887542
UKR4423856901,Vyskryva,Komyshuvaska,Popasnianskyi,Luhanska,12,village,38.298301,48.59159602
UKR4425487503,Vysoke,Topolivska,Troitskyi,Luhanska,23,village,38.25079225,49.83746585
UKR4422584402,Vysochynivka,Krasnopilska,Markivskyi,Luhanska,440,village,39.54646,49.70144965
UKR4420381102,Vyshneve,Bobrykivska,Antratsytivskyi,Luhanska,256,village,39.204075,48.00764035
UKR4421489305,Vyshnevyi Dil,Khriashchuvatenska,Sorokynskyi,Luhanska,32,village,39.48780125,48.53679203
UKR4423856902,Viktorivka,Komyshuvaska,Popasnianskyi,Luhanska,185,village,38.35020886,48.7112339
UKR4422256102,Peremozhne,Heorhiivska,Lutuhynskyi,Luhanska,656,village,39.38483839,48.39510685
UKR4423857202,Topolivka,Maloriazantsivska,Popasnianskyi,Luhanska,92,village,38.325997,48.86387133
UKR4420355903,Urozhaine,Krasnokutska,Antratsytivskyi,Luhanska,15,village,38.844987,48.24019617
UKR4412745701,Kondriuche,Kalininska,Sverdlovska,Luhanska,278,village,39.6225772,48.03194824
UKR4420983402,Konoplianivka,Bilokurakynska,Bilokurakynskyi,Luhanska,382,village,38.53159973,49.5076303
UKR4420685503,Kopani,Yevsuzka,Bilovodskyi,Luhanska,133,village,39.393855,49.23903373
UKR4424581402,Berdianka,Vesnianenska,Slovianoserbskyi,Luhanska,34,village,38.71969533,48.64652357
UKR4421486602,Berehove,Parkhomenkivska,Sorokynskyi,Luhanska,12,village,39.631673,48.57731571
UKR4423388202,Berezivka,Taniushivska,Novopskovskyi,Luhanska,357,village,38.8168575,49.74985197
UKR4422255504,Shymshynivka,Bilorichenska,Lutuhynskyi,Luhanska,47,village,38.98532467,48.43884044
UKR4425485002,Berezivka,Pryvilska,Troitskyi,Luhanska,8,village,38.52578825,49.90916894
UKR4424882503,Yuhanivka,Komyshnenska,Stanychno-Luhanskyi,Luhanska,39,village,39.71388409,48.68315698
UKR4424080506,Yablunivka,Verkhnoduvanska,Svativskyi,Luhanska,20,village,38.09504439,49.64772248
UKR4422881105,Yarske,Velykotska,Milovskyi,Luhanska,71,village,40.101696,49.23001456
UKR4411447401,Shyroke,Enhelsivska,Krasnodonska,Luhanska,457,village,39.58826818,48.30702635
UKR4420384407,Shyrokyi,Mykytivska,Antratsytivskyi,Luhanska,111,village,38.8581945,48.3320688
UKR4421456900,Talove,Myrnenska,Sorokynskyi,Luhanska,1418,urban type village,39.68399435,48.30920043
UKR4412990002,Voievodivka,Sievierodonetska,Sievierodonetska,Luhanska,594,village,38.447809,48.97695338
UKR4420987706,Svitlenke,Prostorivska,Bilokurakynskyi,Luhanska,84,village,38.5173995,49.60985435
UKR4420987813,Mykolaivka,Solidarnenska,Bilokurakynskyi,Luhanska,7,village,38.57620276,49.70863639
UKR4424055402,Novonykanorivka,Nyzhnoduvanska,Svativskyi,Luhanska,424,village,38.20171688,49.6627421
UKR4425181702,Hannivka,Kuriachivska,Starobilskyi,Luhanska,211,village,38.82281407,49.36034378
UKR4424583910,Stukalova Balka,Metalistska,Slovianoserbskyi,Luhanska,153,village,39.29343804,48.6437501
UKR4424581111,Khrystove,Veselohirska,Slovianoserbskyi,Luhanska,80,village,39.3426595,48.72811377
UKR4412746304,Ustynivka,Leninska,Sverdlovska,Luhanska,101,village,39.54891945,48.09459005
UKR4412746306,Fedorivka,Leninska,Sverdlovska,Luhanska,85,village,39.52106776,48.11026784
UKR4420384402,Bashtevych,Mykytivska,Antratsytivskyi,Luhanska,26,village,38.86682849,48.36818201
UKR4423181202,Bezghynove,Hrechyshkynska,Novoaidarskyi,Luhanska,201,village,39.00999725,48.92482733
UKR4422586605,Tyshkivka,Lisnopolianska,Markivskyi,Luhanska,237,village,39.49428913,49.46575016
UKR4423681103,Timiriazieve,Adrianopilska,Perevalskyi,Luhanska,11,village,38.74620691,48.29979262
UKR4422881106,Yasnoprominske,Velykotska,Milovskyi,Luhanska,22,village,40.11437883,49.3437111
UKR4420987812,Kalynova Balka,Solidarnenska,Bilokurakynskyi,Luhanska,34,village,38.5651925,49.75047841
UKR4420987811,Hladkove,Solidarnenska,Bilokurakynskyi,Luhanska,253,village,38.60340285,49.73974458
UKR4424055405,Tverdokhlibove,Nyzhnoduvanska,Svativskyi,Luhanska,9,village,38.18825442,49.65511829
UKR4411646000,Kniahynivka,Khrustalnivska,Krasnolutska,Luhanska,1281,urban type village,38.85035314,48.11726109
UKR4420986603,Shaparivka,Bilokurakynska,Bilokurakynskyi,Luhanska,481,village,38.84549725,49.49723009
UKR4423382805,Shapran,Kozlivska,Novopskovskyi,Luhanska,8,village,39.12659025,49.83739523
UKR4425486004,Shatkivka,Rozsypnenska,Troitskyi,Luhanska,1,village,38.68360672,50.0041098
UKR4420988212,Popasne,Chervonoarmiiska,Bilokurakynskyi,Luhanska,90,village,38.73433408,49.77774813
UKR4424556201,Dachne,Frunzenska,Slovianoserbskyi,Luhanska,26,village,38.70655003,48.68039269
UKR4424086505,Novoiehorivka,Raihorodska,Svativskyi,Luhanska,107,village,37.91214675,49.32699451
UKR4423382804,Svitle,Kozlivska,Novopskovskyi,Luhanska,169,village,39.08161056,49.79599819
UKR4424581109,Svitle,Veselohirska,Slovianoserbskyi,Luhanska,162,village,39.27392755,48.66027895
UKR4410345305,Sadovyi,Bokovo-Platovska,Antratsytska,Luhanska,240,village,38.99093165,48.09987889
UKR4425485008,Shakhove,Pryvilska,Troitskyi,Luhanska,74,village,38.481861,49.79982833
UKR4421680703,Shevchenko,Bulhakivska,Kreminskyi,Luhanska,60,village,38.5884735,49.19164971
UKR4424284404,Rytykove,Matviivska,Dovzhanskyi,Luhanska,96,village,39.5679585,48.01592486
UKR4425481004,Rodnychky,Bahachanska,Troitskyi,Luhanska,5,village,38.43340925,49.98750341
UKR4422582203,Ternivka,Heraskivska,Markivskyi,Luhanska,271,village,39.48136225,49.61561892
UKR4412346701,Berezivka,Naholno-Tarasivska,Rovenkivska,Luhanska,31,village,39.53321816,48.00804
UKR4411670603,Lisne,Miusynska,Krasnolutska,Luhanska,17,village,38.91229354,48.031083
UKR4410345301,Lisne,Bokovo-Platovska,Antratsytska,Luhanska,264,village,39.01897951,48.19898215
UKR4410345307,Khrystoforivka,Bokovo-Platovska,Antratsytska,Luhanska,612,village,39.01411616,48.17181114
UKR4410345303,Melnykove,Bokovo-Platovska,Antratsytska,Luhanska,25,village,39.03496459,48.15559804
UKR4410346903,Stepove,Shchotivska,Antratsytska,Luhanska,218,village,39.06271616,48.18675632
UKR4411670905,Voskresenivka,Petrovska,Krasnolutska,Luhanska,151,village,38.81588893,48.32018159
UKR4422855105,Travneve,Milovska,Milovskyi,Luhanska,398,village,40.0952365,49.38783411
UKR4423385302,Trembacheve,Pavlenkivska,Novopskovskyi,Luhanska,341,village,39.14260725,49.72556916
UKR4420684408,Tretiakivka,Danylivska,Bilovodskyi,Luhanska,527,village,39.5941845,49.09743254
UKR4424583908,Raivka,Metalistska,Slovianoserbskyi,Luhanska,266,village,39.18254689,48.68411937
UKR4425481507,Sudbynka,Voievodska,Troitskyi,Luhanska,20,village,38.56972782,49.94633609
UKR4421685403,Surovtsivka,Novokrasnianska,Kreminskyi,Luhanska,8,village,38.33129696,49.11158068
UKR4425182503,Sukhanivka,Nyzhnopokrovska,Starobilskyi,Luhanska,125,village,38.723449,49.17476394
UKR4424581403,Bohdanivka,Vesnianenska,Slovianoserbskyi,Luhanska,71,village,38.7271521,48.60444856
UKR4423188004,Oleksandrivka,Chabanivska,Novoaidarskyi,Luhanska,305,village,38.637693,48.96563828
UKR4424555905,Sukhodil,Rodakivska,Slovianoserbskyi,Luhanska,198,village,39.03900354,48.58872127
UKR4425180304,Tarabany,Veselivska,Starobilskyi,Luhanska,124,village,39.2685115,49.3386425
UKR4412746905,Kyseleve,Shakhtarska,Sverdlovska,Luhanska,372,village,39.52016847,48.03336171
UKR4420688905,Rozdollia,Novolymarivska,Bilovodskyi,Luhanska,0,village,39.78545049,49.33265003
UKR4424555102,Znamianka,Slovianoserbska,Slovianoserbskyi,Luhanska,63,village,38.90877068,48.74453041
UKR4424281103,Panchenkove,Oleksandrivska,Dovzhanskyi,Luhanska,694,village,39.77129958,48.04311828
UKR4420986903,Pankivka,Bilokurakynska,Bilokurakynskyi,Luhanska,599,village,38.8003355,49.4365134
UKR4424581106,Pankivka,Veselohirska,Slovianoserbskyi,Luhanska,34,village,39.34789149,48.70290983
UKR4425183504,Novoastrakhanske,Malokhatska,Starobilskyi,Luhanska,13,village,38.74518005,49.12220545
UKR4412346905,Kalynivka,Novodarivska,Rovenkivska,Luhanska,287,village,39.49027062,48.09814244
UKR4412346901,Valianivsk,Novodarivska,Rovenkivska,Luhanska,235,village,39.52477932,48.0750346
UKR4420386604,Mechetka,Rebrykivska,Antratsytivskyi,Luhanska,405,village,39.3400565,48.17180155
UKR4424083003,Pavlivka,Mankivska,Svativskyi,Luhanska,55,village,38.39713187,49.54084245
UKR4422283304,Paliivka,Kamianska,Lutuhynskyi,Luhanska,217,village,39.41791425,48.23866408
UKR4421483004,Panteliivka,Davydo-Mykilska,Sorokynskyi,Luhanska,0,village,39.72826275,48.49177286
UKR4423380703,Pantiukhyne,Hanusivska,Novopskovskyi,Luhanska,146,village,39.4474375,49.7540446
UKR4423856202,Novoivanivka,Vrubivska,Popasnianskyi,Luhanska,807,village,38.4706665,48.74564784
UKR4421486605,Novokyivka,Parkhomenkivska,Sorokynskyi,Luhanska,114,village,39.66581356,48.5847106
UKR4420381105,Novokrasnivka,Bobrykivska,Antratsytivskyi,Luhanska,273,village,39.28223212,47.93552585
UKR4411646701,Davydivka,Sofiivska,Krasnolutska,Luhanska,58,village,38.82534291,48.25429787
UKR4421481105,Nyzhnia Harasymivka,Verkhnoharasymivska,Sorokynskyi,Luhanska,858,village,39.979101,48.31353669
UKR4424883003,Krasnyi Derkul,Krasnotalivska,Stanychno-Luhanskyi,Luhanska,259,village,39.81964648,48.86911668
UKR4424010102,Zmiivka,Svativska,Svativskyi,Luhanska,80,village,38.0607035,49.4493475
UKR4425180603,Novoomelkove,Chmyrivska,Starobilskyi,Luhanska,126,village,39.1319675,49.1710686
UKR4425187502,Omelkove,Shulhynska,Starobilskyi,Luhanska,42,village,39.08982025,49.13322449
UKR4421481102,Vlasivka,Verkhnoharasymivska,Sorokynskyi,Luhanska,1833,village,39.8983775,48.27114732
UKR4424080504,Poltava,Verkhnoduvanska,Svativskyi,Luhanska,160,village,38.1170515,49.62729634
UKR4420988208,Novopokrovka,Chervonoarmiiska,Bilokurakynskyi,Luhanska,11,village,38.75976,49.75578751
UKR4424083002,Novopreobrazhenne,Mankivska,Svativskyi,Luhanska,41,village,38.35594225,49.5525329
UKR4425481003,Maksymivka,Bahachanska,Troitskyi,Luhanska,112,village,38.39139699,49.92049467
UKR4422282204,Mala Martynivka,Illiriiska,Lutuhynskyi,Luhanska,45,village,38.96590212,48.39071989
UKR4422282205,Mala Yurivka,Illiriiska,Lutuhynskyi,Luhanska,174,village,38.95852775,48.38170605
UKR4421487703,Malyi Sukhodil,Velykosukhodilska,Sorokynskyi,Luhanska,337,village,39.84430275,48.36715412
UKR4424884503,Malynove,Vilkhivska,Stanychno-Luhanskyi,Luhanska,73,village,39.42534556,48.72097323
UKR4412746302,Malovedmezhe,Leninska,Sverdlovska,Luhanska,137,village,39.53097329,48.09287315
UKR4423155102,Malovendelivka,Novoaidarska,Novoaidarskyi,Luhanska,88,village,38.93988823,49.00963926
UKR4424555103,Krasnyi Lyman,Slovianoserbska,Slovianoserbskyi,Luhanska,101,village,38.9728925,48.72050053
UKR4424555903,Mamusheve,Rodakivska,Slovianoserbskyi,Luhanska,941,village,39.02915055,48.57663712
UKR4421456502,Krasnyi Yar,Simeikynska,Sorokynskyi,Luhanska,41,village,39.47852375,48.29711863
UKR4424583903,Lyman,Metalistska,Slovianoserbskyi,Luhanska,123,village,39.25360033,48.66440158
UKR4423856502,Novooleksandrivka,Kalynivska,Popasnianskyi,Luhanska,124,village,38.42917019,48.61400106
UKR4411470401,Novosimeikine,Molodohvardiiska,Krasnodonska,Luhanska,535,village,39.61733754,48.34319502
UKR4422581103,Nova Ukraina,Bondarivska,Markivskyi,Luhanska,33,village,39.51563299,49.3909089
UKR4420988004,Novoandriivka,Tymoshynska,Bilokurakynskyi,Luhanska,82,village,38.77624414,49.70200122
UKR4412347101,Novoukrainka,Proletarska,Rovenkivska,Luhanska,353,village,39.30798416,48.12487756
UKR4425181504,Bondareve,Karaiashnytska,Starobilskyi,Luhanska,425,village,39.18988612,49.38065137
UKR4425181703,Dubovivka,Kuriachivska,Starobilskyi,Luhanska,104,village,38.85360734,49.36282931
UKR4425484002,Duvanka,Vivcharivska,Troitskyi,Luhanska,51,village,38.68116425,49.83344245
UKR4420386602,Verbivka,Rebrykivska,Antratsytivskyi,Luhanska,129,village,39.3351295,48.14804531
UKR4424885502,Verkhnii Minchenok,Teplivska,Stanychno-Luhanskyi,Luhanska,237,village,39.47645759,48.87830254
UKR4424886502,Vilne,Chuhynska,Stanychno-Luhanskyi,Luhanska,14,village,39.75942844,48.95279603
UKR4425485003,Vilshany,Pryvilska,Troitskyi,Luhanska,141,village,38.4935975,49.87108589
UKR4420684402,Vitrohon,Danylivska,Bilovodskyi,Luhanska,119,village,39.74562225,49.14819139
UKR4423183402,Vovkodaieve,Koliadivska,Novoaidarskyi,Luhanska,579,village,39.30208425,49.06524858
UKR4421483002,Vodotok,Davydo-Mykilska,Sorokynskyi,Luhanska,67,village,39.699863,48.48546146
UKR4422884403,Vodianolypove,Mykilska,Milovskyi,Luhanska,46,village,39.86164,49.54485884
UKR4424855401,Voitove,Petropavlivska,Stanychno-Luhanskyi,Luhanska,403,village,39.18396775,48.84809854
UKR4424585507,Petrovenky,Khoroshenska,Slovianoserbskyi,Luhanska,704,village,38.78425775,48.65002279
UKR4424084503,Pylypivka,Oborotnivska,Svativskyi,Luhanska,28,village,38.0168545,49.61437528
UKR4423386602,Pysarivka,Rybiantsivska,Novopskovskyi,Luhanska,740,village,39.07379604,49.50207199
UKR4423656101,Borzhykivka,Komisarivska,Perevalskyi,Luhanska,4,village,38.46790951,48.39293368
UKR4424255301,Bratske,Biriukivska,Dovzhanskyi,Luhanska,110,village,39.7145795,47.92685499
UKR4411670901,Butkevych,Petrovska,Krasnolutska,Luhanska,90,village,38.8640441,48.31004795
UKR4421455302,Verkhnia Krasnianka,Velykolohivska,Sorokynskyi,Luhanska,638,village,39.5125255,48.26850119
